player,player_id,position,team_name,2025 Team,Team,player_game_count,attempts,avoided_tackles,breakaway_attempts,breakaway_percent,breakaway_yards,declined_penalties,designed_yards,drops,elu_recv_mtf,elu_rush_mtf,elu_yco,elusive_rating,explosive,first_downs,franchise_id,fumbles,gap_attempts,grades_hands_fumble,grades_offense,grades_offense_penalty,grades_pass,grades_pass_block,grades_pass_route,grades_run,grades_run_block,longest,penalties,rec_yards,receptions,routes,run_plays,scramble_yards,scrambles,targets,total_touches,touchdowns,yards,yards_after_contact,yco_attempt,ypa,yprr,zone_attempts,rank_player_game_count,rank_attempts,rank_avoided_tackles,rank_breakaway_attempts,rank_breakaway_percent,rank_breakaway_yards,rank_designed_yards,rank_drops,rank_elu_recv_mtf,rank_elu_rush_mtf,rank_elu_yco,rank_elusive_rating,rank_explosive,rank_first_downs,rank_gap_attempts,rank_grades_hands_fumble,rank_grades_offense,rank_grades_offense_penalty,rank_grades_pass,rank_grades_pass_block,rank_grades_pass_route,rank_grades_run,rank_grades_run_block,rank_longest,rank_rec_yards,rank_receptions,rank_routes,rank_run_plays,rank_scramble_yards,rank_scrambles,rank_targets,rank_total_touches,rank_touchdowns,rank_yards,rank_yards_after_contact,rank_yco_attempt,rank_ypa,rank_yprr,rank_zone_attempts,rank_declined_penalties,rank_fumbles,rank_penalties
Joshua Harriott,169910,HB,FAU,Florida Atlantic,Florida Atlantic,1,2,1,1,105.9,18,0,17,0,0,1,17,425,1,1,165,0,0,65.5,65.2,65.2,0,0,0,63.8,0,18,0,0,0,0,2,0,0,0,2,0,17,17,8.5,8.5,0,2,1113,933,630,299,5,443,764,264,415,574,658,31,545,721,954,903,768,1121,334,593,934,702,1181,467,685,708,927,1221,246,251,742,1081,550,828,715,35,130,681,637,1,1,1
Henry Rutledge,145571,HB,CHARLOTTE,Charlotte,Charlotte,1,2,1,0,0,0,0,11,0,0,1,11,275,1,1,136,0,1,65.5,74.4,68.3,0,74.6,60,70.7,0,14,0,0,0,1,2,0,0,0,2,0,11,11,5.5,5.5,0,1,1113,933,630,562,562,562,852,264,415,574,734,52,545,721,765,903,307,1057,334,137,451,350,1181,592,685,708,843,1221,246,251,742,1081,550,915,796,110,436,681,733,1,1,1
Christian Leary,146589,WR,W MICHIGAN,Western Michigan,Western Michigan,5,2,0,0,0,0,0,1,0,3,0,2,42.9,0,0,347,0,0,68.1,70.6,77.2,0,0,71.8,57.9,61.4,2,0,45,5,22,32,0,0,7,7,0,1,2,1,0.5,2.05,0,4,933,843,562,562,562,1117,264,109,781,1038,585,812,995,954,764,470,562,334,593,149,1113,191,1129,325,310,505,649,246,251,304,802,550,1157,1070,1088,1176,160,899,1,1,1
Raheim Jeter,169901,QB,E CAROLINA,East Carolina,East Carolina,1,2,0,0,0,0,0,-2,0,0,0,0,0,0,0,156,0,0,65.5,61.3,67.4,0,0,0,60.1,60,-1,0,0,0,0,4,0,0,0,2,0,-2,0,0,-1,0,0,1113,933,843,562,562,562,1228,264,415,781,1180,901,812,995,954,903,954,1081,334,593,934,957,313,1240,685,708,927,1152,246,251,742,1081,550,1247,1208,1208,1232,681,899,1,1,1
Omari Kelly,157048,WR,MICH STATE,Michigan State,Michigan State,4,2,0,0,0,0,0,7,0,3,0,3,19.6,0,1,223,1,0,25.5,78.6,83.8,65.8,0,83.4,42.5,52.2,8,0,317,21,107,96,0,0,28,23,0,7,3,1.5,3.5,2.96,0,312,933,843,562,562,562,940,264,109,781,972,794,812,721,954,1257,170,44,174,593,30,1291,1073,861,18,32,71,169,246,251,44,385,550,990,1010,1030,869,67,899,1,1008,1
Whit Muschamp,188521,QB,VANDERBILT,Vanderbilt,Vanderbilt,1,2,0,0,0,0,0,5,0,0,0,1,0,0,0,333,0,1,66.4,66,69.1,58.8,0,0,64.7,60,8,0,0,0,0,4,0,0,0,2,0,5,1,0.5,2.5,0,0,1113,933,843,562,562,562,1001,264,415,781,1120,901,812,995,765,873,725,1024,234,593,934,660,313,861,685,708,927,1152,246,251,742,1081,550,1047,1149,1185,1020,681,899,1,1,1
Omar Cooper Jr.,156395,WR,INDIANA,Indiana,Indiana,5,2,3,1,96.2,75,0,78,1,11,3,78,2184,1,1,190,0,0,71.7,84.3,83.3,0,63.1,81.3,89.6,62,75,0,432,23,126,130,0,0,30,25,1,78,78,39,39,3.43,0,4,933,418,299,33,165,413,80,3,369,281,3,545,721,954,533,75,73,334,306,43,9,173,17,5,17,33,69,246,251,33,338,284,461,314,2,4,48,899,1,1,1
Kole Wilson,168441,WR,BAYLOR,Baylor,Baylor,5,2,0,0,0,0,0,-4,0,4,0,4,34.8,0,0,118,0,0,73.2,63.9,82.3,0,0,64.7,59.5,53.7,0,0,274,21,143,86,0,0,30,23,0,-4,4,2,-2,1.92,0,4,933,843,562,562,562,1258,264,68,781,933,663,812,995,954,450,848,143,334,593,312,1029,1048,1207,38,32,19,207,246,251,33,385,550,1273,985,850,1263,180,899,1,1,1
Jayvontay Conner,172510,TE,E CAROLINA,East Carolina,East Carolina,5,2,1,0,0,0,0,6,0,1,1,5,45.5,0,1,156,0,2,69.3,69.6,83.8,0,56.7,79.4,63.1,48.8,6,0,193,9,67,100,0,0,12,11,0,6,5,2.5,3,2.88,0,4,933,630,562,562,562,966,264,257,574,896,559,812,721,640,687,531,44,334,361,56,788,1108,954,85,191,188,154,246,251,188,659,550,1014,944,689,936,72,899,1,1,1
James Jointer Jr.,157021,HB,E MICHIGAN,Eastern Michigan,Eastern Michigan,3,2,0,0,0,0,0,4,0,2,0,5,166.7,0,1,160,0,1,66.3,64.4,70.1,0,67.9,62.4,63.7,60,3,0,-4,1,5,5,0,0,1,3,0,4,5,2.5,2,-0.8,1,761,933,843,562,562,562,1033,264,167,781,896,118,812,721,765,875,812,987,334,254,384,709,313,1102,1299,580,728,1119,246,251,613,1009,550,1072,944,689,1071,1305,733,1,1,1
DJ Epps,163572,WR,TROY,Troy,Troy,4,2,2,0,0,0,0,12,1,0,2,8,100,0,1,318,0,0,70.1,56.1,81.4,0,0,55.5,61.3,57.7,8,0,62,6,64,51,0,0,8,8,0,12,8,4,6,0.97,0,312,933,498,562,562,562,831,80,415,455,805,255,812,721,954,630,1163,223,334,593,709,905,910,861,254,279,201,438,246,251,269,761,550,893,863,234,331,420,899,1,1,1
Brandon Buckhaulter,146820,WR,LA MONROE,Louisiana-Monroe,Louisiana-Monroe,2,2,1,0,0,0,0,23,0,0,1,10,125,1,1,209,0,0,65.3,83.9,75.3,0,0,77.7,69.4,59.7,14,0,26,2,10,20,0,0,3,4,0,23,10,5,11.5,2.6,0,939,933,630,562,562,562,702,264,415,574,754,177,545,721,954,939,78,682,334,593,69,416,723,592,434,502,630,807,246,251,486,956,550,762,816,133,57,96,899,1,1,1
Rodney Tisdale Jr.,188754,QB,W KENTUCKY,Western Kentucky,Western Kentucky,2,2,0,0,0,0,0,3,0,0,0,3,0,0,1,346,0,1,66.8,57.8,74.6,55,0,0,61.2,60,4,0,0,0,0,25,4,1,0,1,0,7,5,2.5,3.5,0,0,939,933,843,562,562,562,1067,264,415,781,972,901,812,721,765,860,1106,726,266,593,934,909,313,1060,685,708,927,731,220,192,742,1159,550,990,944,689,869,681,899,1,1,1
Jaheim Merriweather,183723,HB,PURDUE,Purdue,Purdue,2,2,0,0,0,0,0,4,0,0,0,5,0,0,0,273,0,1,65.5,58.7,69.8,0,73.6,57.5,58.6,60,2,0,0,0,4,4,0,0,0,2,0,4,5,2.5,2,0,1,939,933,843,562,562,562,1033,264,415,781,896,901,812,995,765,903,1081,997,334,154,603,1084,313,1129,685,708,756,1152,246,251,742,1081,550,1072,944,689,1071,681,733,1,1,1
Jmariyae Robinson,164812,WR,MO STATE,Missouri State,Missouri State,5,2,1,1,91.3,21,0,23,2,5,1,5,100,1,1,230,0,0,71.4,59.8,1.7,0,0,62.7,63,40.7,21,2,212,13,158,85,0,0,19,15,0,23,5,2.5,11.5,1.34,0,4,933,630,299,42,403,702,18,42,574,896,255,545,721,954,549,1029,1266,334,593,373,800,1165,398,75,110,8,211,246,251,102,554,550,762,944,689,57,306,899,1,1,1249
Connor Lair,164803,FB,MO STATE,Missouri State,Missouri State,5,2,0,0,0,0,0,-2,0,0,0,2,0,0,0,230,0,1,67.4,63.8,75.1,0,67.7,87.6,56,52.1,2,0,14,3,6,22,0,0,3,5,0,-2,2,1,-1,2.33,0,4,933,843,562,562,562,1228,264,415,781,1038,901,812,995,765,813,852,696,334,259,18,1215,1077,1129,528,435,700,775,246,251,486,895,550,1247,1070,1088,1232,120,899,1,1,1
Chase Garnett,206251,HB,USF,USF,USF,1,2,0,0,0,0,0,7,0,1,0,6,100,0,0,327,0,1,67.8,62.7,68.2,0,0,65.8,61.5,60,4,0,0,1,1,4,0,0,1,3,0,7,6,3,3.5,0,1,1113,933,843,562,562,562,940,264,257,781,859,255,812,995,765,778,894,1059,334,593,273,898,313,1060,685,580,843,1152,246,251,613,1009,550,990,913,491,869,681,733,1,1,1
Cedric Hawkins,172192,HB,ARK STATE,Arkansas State,Arkansas State,2,2,0,0,0,0,0,5,0,0,0,3,0,0,0,113,0,0,75.8,48.4,0,0,0,59.5,56.7,59.1,4,1,0,0,1,5,0,0,0,2,0,5,3,1.5,2.5,0,2,939,933,843,562,562,562,1001,264,415,781,972,901,812,995,954,321,1270,1269,334,593,509,1192,797,1060,685,708,843,1119,246,251,742,1081,550,1047,1010,1030,1020,681,637,1,1,1081
Drew Devillier,190639,QB,RICE,Rice,Rice,3,2,0,0,0,0,0,1,0,0,0,2,0,0,0,275,0,2,67,90.7,71.2,91.3,0,0,63.1,60,6,0,0,0,0,8,0,0,0,2,0,1,2,1,0.5,0,0,761,933,843,562,562,562,1117,264,415,781,1038,901,812,995,640,847,15,930,6,593,934,788,313,954,685,708,927,1045,246,251,742,1081,550,1157,1070,1088,1176,681,899,1,1,1
Victor Snow,158249,WR,BUFFALO,Buffalo,Buffalo,5,2,3,0,0,0,0,6,1,6,3,14,252,0,0,126,0,1,80.1,72.7,43.1,0,0,72.1,67.1,67.6,8,1,280,23,144,132,0,0,31,25,0,6,14,7,3,1.94,0,4,933,418,562,562,562,966,80,25,369,688,62,812,995,765,115,373,1196,334,593,140,547,89,861,34,17,16,62,246,251,31,338,550,1014,745,55,936,175,899,1,1,1081
Mason Phillips,208842,QB,TENNESSEE,Tennessee,Tennessee,1,2,0,1,88.9,16,0,18,0,0,0,9,0,1,1,307,0,0,65.5,64.2,67.4,0,0,0,62.1,60,16,0,0,0,0,4,0,0,0,2,0,18,9,4.5,9,0,2,1113,933,843,299,46,489,750,264,415,781,775,901,545,721,954,903,828,1081,334,593,934,870,313,520,685,708,927,1152,246,251,742,1081,550,816,836,181,104,681,637,1,1,1
T.J. Moore,189369,WR,CLEMSON,Clemson,Clemson,4,2,0,0,0,0,0,8,1,1,0,2,5.9,0,0,140,0,2,70.5,61.1,85.7,0,0,61.1,56.1,62.3,5,0,164,15,127,73,0,0,32,17,0,8,2,1,4,1.29,0,312,933,843,562,562,562,917,80,257,781,1038,892,812,995,640,603,959,5,334,593,423,1211,168,1004,103,80,32,282,246,251,25,499,550,972,1070,1088,761,318,899,1,1,1
JoJo Bermudez,164134,WR,TEMPLE,Temple,Temple,4,2,0,0,0,0,0,6,2,2,0,2,11.8,0,0,306,0,1,75.5,66.1,82,0,0,66.5,62.4,53.6,5,0,184,15,99,72,0,0,23,17,0,6,2,1,3,1.86,1,312,933,843,562,562,562,966,18,167,781,1038,863,812,995,765,335,720,175,334,593,253,844,1052,1004,89,80,99,296,246,251,67,499,550,1014,1070,1088,936,194,733,1,1,1
Ethan Ervin,199664,HB,FAU,Florida Atlantic,Florida Atlantic,1,2,0,0,0,0,0,4,0,0,0,2,0,0,0,165,0,0,65.5,58.6,68.3,0,72.6,58.6,58.7,0,4,0,0,0,2,2,0,0,0,2,0,4,2,1,2,0,2,1113,933,843,562,562,562,1033,264,415,781,1038,901,812,995,954,903,1085,1057,334,174,552,1079,1181,1060,685,708,812,1221,246,251,742,1081,550,1072,1070,1088,1071,681,637,1,1,1
Josh Dallas,158343,WR,GA SOUTHRN,Georgia Southern,Georgia Southern,2,2,0,0,0,0,0,5,1,0,0,3,0,0,1,174,0,2,70.1,60.7,77.8,0,0,59.9,62.3,58.7,5,0,59,7,36,26,0,0,10,9,0,5,3,1.5,2.5,1.64,0,939,933,843,562,562,562,1001,80,415,781,972,901,812,721,640,630,977,516,334,593,479,854,838,1004,265,234,372,714,246,251,226,726,550,1047,1010,1030,1020,240,899,1,1,1
Bryce Farrell,131758,WR,STANFORD,Stanford,Stanford,5,2,0,0,0,0,0,8,1,3,0,5,39.5,0,0,300,0,0,72.2,71.3,84,0,0,70.9,63,62.1,7,0,338,17,117,92,0,0,19,19,0,8,5,2.5,4,2.89,0,4,933,843,562,562,562,917,80,109,781,896,617,812,995,954,503,427,31,334,593,162,800,170,907,13,56,52,187,246,251,102,460,550,972,944,689,761,71,899,1,1,1
Carnell Tate,170273,WR,OHIO STATE,Ohio State,Ohio State,4,2,0,0,0,0,0,16,0,1,0,9,26.5,0,0,260,0,0,70.2,80.8,82.8,0,0,78,63.2,80,8,0,252,15,96,82,0,0,18,17,0,16,9,4.5,8,2.63,0,312,933,843,562,562,562,772,264,257,781,775,743,812,995,954,627,114,107,334,593,64,755,16,861,48,80,103,228,246,251,111,499,550,836,836,181,148,93,899,1,1,1
Dominic Kelley,205190,FB,NEVADA,Nevada,Nevada,1,2,0,0,0,0,0,1,0,0,0,2,0,0,1,239,0,2,65.5,61.5,68,0,0,59.8,61.1,0,4,0,0,0,1,2,0,0,0,2,0,1,2,1,0.5,0,0,1113,933,843,562,562,562,1117,264,415,781,1038,901,812,721,640,903,943,1068,334,593,492,914,1181,1060,685,708,843,1221,246,251,742,1081,550,1157,1070,1088,1176,681,899,1,1,1
Kenny Odom,164032,WR,UTEP,UTEP,UTEP,4,2,1,0,0,0,0,6,2,11,1,5,125,0,0,330,0,0,71.2,68.9,22.6,0,0,69.3,57.5,71.1,6,1,247,22,116,60,0,0,36,24,0,6,5,2.5,3,2.13,0,312,933,630,562,562,562,966,18,3,574,896,177,812,995,954,573,568,1237,334,593,189,1146,59,954,51,23,54,377,246,251,11,359,550,1014,944,689,936,146,899,1,1,1081
Agyeman Addae,199393,HB,UCF,UCF,UCF,1,2,0,0,0,0,0,6,0,0,0,2,0,0,0,323,0,0,65.5,55.1,68.9,0,0,0,56.5,59.9,3,0,0,0,0,6,0,0,0,2,0,6,2,1,3,0,2,1113,933,843,562,562,562,966,264,415,781,1038,901,812,995,954,903,1191,1034,334,593,934,1201,704,1102,685,708,927,1082,246,251,742,1081,550,1014,1070,1088,936,681,637,1,1,1
Arrington Maiden,184715,QB,MEMPHIS,Memphis,Memphis,2,2,0,0,0,0,0,9,0,0,0,10,0,1,1,218,0,0,65.5,65.5,68.1,0,0,0,62.8,60,11,0,0,0,0,5,0,0,0,2,0,9,10,5,4.5,0,2,939,933,843,562,562,562,894,264,415,781,754,901,545,721,954,903,750,1061,334,593,934,822,313,725,685,708,927,1119,246,251,742,1081,550,950,816,133,653,681,637,1,1,1
Junior Sherrill,172627,WR,VANDERBILT,Vanderbilt,Vanderbilt,5,2,0,0,0,0,0,4,1,4,0,1,10.5,0,1,333,0,0,70.5,72.1,29.3,0,0,72.8,0,61,8,1,225,17,106,84,0,0,21,19,1,4,1,0.5,2,2.12,0,4,933,843,562,562,562,1033,80,68,781,1120,869,812,721,954,603,397,1224,334,593,129,1295,205,861,62,56,73,218,246,251,84,460,284,1072,1149,1185,1071,149,899,1,1,1081
Larenzo McMillan,138489,HB,NEW MEX ST,New Mexico State,New Mexico State,2,2,1,0,0,0,0,8,0,0,1,11,275,0,0,242,0,2,65.5,61.4,66.5,0,0,0,60.8,0,5,0,0,0,0,2,0,0,0,2,0,8,11,5.5,4,0,0,939,933,630,562,562,562,917,264,415,574,734,52,812,995,640,903,951,1104,334,593,934,925,1181,1004,685,708,927,1221,246,251,742,1081,550,972,796,110,761,681,899,1,1,1
Isaiah Mozee,199811,WR,NEBRASKA,Nebraska,Nebraska,4,2,0,0,0,0,0,-1,0,6,0,2,66.7,0,0,238,0,1,72.4,68.2,75.4,0,0,74.6,53.2,56.8,1,0,93,7,24,17,0,0,7,9,0,-1,2,1,-0.5,3.88,1,312,933,843,562,562,562,1200,264,25,781,1038,396,812,995,765,493,606,672,334,593,114,1249,950,1175,187,234,477,859,246,251,304,726,550,1222,1070,1088,1224,34,733,1,1,1
Zach Marker,173615,QB,DELAWARE,Delaware,Delaware,1,2,1,0,0,0,0,2,0,0,0,3,0,1,2,151,0,1,66.3,69.5,70.4,61.6,0,0,68.9,60,10,0,0,0,0,2,10,1,0,1,0,12,13,6.5,6,0,0,1113,933,630,562,562,562,1085,264,415,781,972,901,545,614,765,875,534,964,196,593,934,449,313,770,685,708,927,1221,192,192,742,1159,550,893,763,69,331,681,899,1,1,1
Michael Barrow,189467,WR,NAVY,Navy,Navy,4,2,0,0,0,0,0,9,0,0,0,0,0,0,1,237,0,2,65.5,57,75.5,0,0,53.9,61.1,54,7,0,0,0,5,30,0,0,0,2,1,9,0,0,4.5,0,0,312,933,843,562,562,562,894,264,415,781,1180,901,812,721,640,903,1139,663,334,593,783,914,1038,907,685,708,728,667,246,251,742,1081,284,950,1208,1208,653,681,899,1,1,1
Zeon Chriss-Gremillion,156733,QB,HOUSTON,Houston,Houston,2,2,0,0,0,0,0,5,0,0,0,2,0,0,0,182,0,0,65.2,46.1,71.2,50.1,0,0,53.9,60,5,0,0,0,0,10,2,1,0,1,0,7,2,1,3.5,0,1,939,933,843,562,562,562,1001,264,415,781,1038,901,812,995,954,946,1277,930,296,593,934,1243,313,1004,685,708,927,986,229,192,742,1159,550,990,1070,1088,869,681,733,1,1,1
Ryan Puglisi,184571,QB,GEORGIA,Georgia,Georgia,3,2,1,0,0,0,0,7,0,0,1,9,900,0,1,173,0,0,66.8,84.6,73,84.9,0,0,62.4,60,7,0,0,0,0,12,6,1,0,1,0,13,11,5.5,6.5,0,0,761,933,630,562,562,562,940,264,415,574,775,12,812,721,954,860,68,825,28,593,934,844,313,907,685,708,927,949,213,192,742,1159,550,875,796,110,281,681,899,1,1,1
Bricen Brantley,174808,WR,WYOMING,Wyoming,Wyoming,4,2,0,0,0,0,0,13,1,0,0,3,0,0,0,351,0,1,67.8,55,77.9,0,0,51,68,62.8,7,0,13,4,28,28,0,0,9,6,0,13,3,1.5,6.5,0.46,1,312,933,843,562,562,562,815,80,415,781,972,901,812,995,765,778,1195,508,334,593,830,497,160,907,537,371,447,689,246,251,248,855,550,875,1010,1030,281,582,733,1,1,1
Mikey Pearson III,189510,FB,NAVY,Navy,Navy,2,2,0,0,0,0,0,2,0,0,0,2,0,0,0,237,0,2,65.5,54.1,72,0,0,0,57.1,54.9,3,0,0,0,0,11,0,0,0,2,0,2,2,1,1,0,0,939,933,843,562,562,562,1085,264,415,781,1038,901,812,995,640,903,1207,886,334,593,934,1182,1019,1102,685,708,927,964,246,251,742,1081,550,1124,1070,1088,1143,681,899,1,1,1
Blake Kendall,156711,QB,JAMES MAD,James Madison,James Madison,1,2,0,0,0,0,0,-4,0,0,0,0,0,0,0,197,0,0,65.5,60.9,65.5,0,0,0,60.1,0,-2,0,0,0,0,2,0,0,0,2,0,-4,0,0,-2,0,0,1113,933,843,562,562,562,1258,264,415,781,1180,901,812,995,954,903,968,1115,334,593,934,957,1181,1266,685,708,927,1221,246,251,742,1081,550,1273,1208,1208,1263,681,899,1,1,1
Kyre Duplessis,147082,WR,DELAWARE,Delaware,Delaware,4,2,1,0,0,0,0,14,1,4,0,4,76.2,1,1,151,0,0,76.8,78.9,83.4,0,0,77.6,69.4,62.6,14,0,306,20,118,83,7,1,30,21,0,21,23,11.5,10.5,2.59,0,312,933,630,562,562,562,799,80,68,781,933,352,545,721,954,266,160,66,334,593,72,416,163,592,22,39,50,223,208,192,33,418,550,784,623,18,72,97,899,1,1,1
Isaiah Sategna III,163642,WR,OKLAHOMA,Oklahoma,Oklahoma,4,2,1,0,0,0,1,4,1,8,1,5,93.8,0,0,261,0,1,82.3,70.5,0,0,0,72.4,62.9,53.4,8,2,284,22,128,83,0,0,28,24,0,4,5,2.5,2,2.22,0,312,933,630,562,562,562,1033,80,12,574,896,290,812,995,765,54,477,1269,334,593,136,817,1055,861,32,23,30,223,246,251,44,359,550,1072,944,689,1071,130,899,1280,1,1249
Mason Bray,189620,QB,ARIZONA,Arizona,Arizona,1,2,0,0,0,0,0,12,0,0,0,1,0,0,2,109,0,0,66.2,78.1,68.1,54.3,0,0,75.7,60,6,0,0,0,0,3,0,0,0,2,0,12,1,0.5,6,0,2,1113,933,843,562,562,562,831,264,415,781,1120,901,812,614,954,880,182,1061,269,593,934,191,313,954,685,708,927,1186,246,251,742,1081,550,893,1149,1185,331,681,637,1,1,1
Darrien Jones,125156,FB,UNLV,UNLV,UNLV,2,2,0,0,0,0,0,9,0,0,0,4,0,0,0,325,0,1,65.5,65.7,69.6,0,0,0,63.2,60,6,0,0,0,0,6,0,0,0,2,0,9,4,2,4.5,0,1,939,933,843,562,562,562,894,264,415,781,933,901,812,995,765,903,743,1005,334,593,934,755,313,954,685,708,927,1082,246,251,742,1081,550,950,985,850,653,681,733,1,1,1
Xavier Townsend,158455,WR,IOWA STATE,Iowa State,Iowa State,5,2,0,0,0,0,0,10,0,3,0,4,60,1,1,193,0,1,76.1,70.7,80.3,0,0,72.2,60.2,59.4,11,0,141,8,44,37,0,0,11,10,1,10,4,2,5,3.2,0,4,933,843,562,562,562,878,264,109,781,933,442,545,721,765,305,461,329,334,593,137,954,757,725,119,206,321,572,246,251,203,688,284,937,985,850,530,57,899,1,1,1
Mojo Dortch,163681,WR,TROY,Troy,Troy,4,2,0,0,0,0,0,12,1,0,0,1,0,0,1,318,0,0,69,61.8,81.4,0,0,63.5,61.1,39.9,9,0,63,7,72,34,0,0,12,9,0,12,1,0.5,6,0.88,0,312,933,843,562,562,562,831,80,415,781,1120,901,812,721,954,702,934,223,334,593,349,914,1168,812,250,234,170,616,246,251,188,726,550,893,1149,1185,331,441,899,1,1,1
Semaj Pierre,199107,WR,RICE,Rice,Rice,4,2,0,0,0,0,0,5,0,0,0,3,0,0,0,275,0,0,66.9,54.5,77.1,0,66.8,54.8,56.2,62.8,3,0,31,2,16,22,0,0,3,4,0,5,3,1.5,2.5,1.94,0,312,933,843,562,562,562,1001,264,415,781,972,901,812,995,954,856,1201,573,334,280,746,1208,160,1102,405,502,572,775,246,251,486,956,550,1047,1010,1030,1020,175,899,1,1,1
Brevin Doll,189679,HB,IOWA,Iowa,Iowa,1,2,0,0,0,0,0,3,0,0,0,3,0,0,0,192,0,0,65.5,58.1,65.4,0,0,0,58.6,0,2,0,0,0,0,2,0,0,0,2,0,3,3,1.5,1.5,0,2,1113,933,843,562,562,562,1067,264,415,781,972,901,812,995,954,903,1097,1120,334,593,934,1084,1181,1129,685,708,927,1221,246,251,742,1081,550,1107,1010,1030,1133,681,637,1,1,1
Max Brown,157756,QB,W VIRGINIA,West Virginia,West Virginia,1,2,1,0,0,0,0,19,0,0,1,7,175,1,1,343,0,1,65.5,90.1,66.6,0,0,0,76.5,60,14,0,0,0,0,3,0,0,0,2,0,19,7,3.5,9.5,0,0,1113,933,630,562,562,562,739,264,415,574,833,112,545,721,765,903,25,1098,334,593,934,166,313,592,685,708,927,1186,246,251,742,1081,550,806,887,351,90,681,899,1,1,1
Cam'ron Lacy,170486,WR,MIDDLE TN,Middle Tennessee,Middle Tennessee,5,2,1,0,0,0,0,1,3,5,1,4,85.7,0,0,224,0,1,69.9,64.2,78.9,0,0,63.3,63.2,59.7,5,0,132,12,59,21,0,0,16,14,0,1,4,2,0.5,2.24,0,4,933,630,562,562,562,1117,5,42,574,933,320,812,995,765,636,828,432,334,593,358,755,723,1004,126,131,225,789,246,251,133,578,550,1157,985,850,1176,127,899,1,1,1
Troy Marquez,199062,HB,DOMINION,Old Dominion,Old Dominion,1,2,0,0,0,0,0,11,0,0,0,9,0,0,1,263,0,0,65.5,65.3,68.9,0,71.5,0,63.6,60,8,0,0,0,0,5,0,0,0,2,0,11,9,4.5,5.5,0,2,1113,933,843,562,562,562,852,264,415,781,775,901,812,721,954,903,765,1034,334,197,934,715,313,861,685,708,927,1119,246,251,742,1081,550,915,836,181,436,681,637,1,1,1
Daniel Anderson,199023,HB,NWESTERN,Northwestern,Northwestern,1,2,1,0,0,0,0,9,0,0,1,9,225,0,0,256,0,0,65.5,62.8,67.8,0,0,0,62.1,60,5,0,0,0,0,3,0,0,0,2,0,9,9,4.5,4.5,0,2,1113,933,630,562,562,562,894,264,415,574,775,78,812,995,954,903,889,1074,334,593,934,870,313,1004,685,708,927,1186,246,251,742,1081,550,950,836,181,653,681,637,1,1,1
Thai Chiaokhiao-Bowman,157755,WR,UCONN,Connecticut,Connecticut,4,2,0,0,0,0,0,13,0,1,0,8,50,0,0,146,0,0,68.5,57.6,80.6,0,67.7,57,67.6,45.4,7,0,55,6,51,35,0,0,9,8,0,13,8,4,6.5,1.08,0,312,933,843,562,562,562,815,264,257,781,805,515,812,995,954,745,1115,295,334,259,632,521,1145,907,281,279,276,597,246,251,248,761,550,875,863,234,281,382,899,1,1,1
Emory Williams,170099,QB,MIAMI FL,Miami (FL),Miami (FL),2,2,0,0,0,0,0,20,0,0,0,2,0,2,2,220,1,0,23.7,65.9,73.9,60.6,0,0,67.7,60,10,0,0,0,0,15,0,0,0,2,0,20,2,1,10,0,2,939,933,843,562,562,562,730,264,415,781,1038,901,414,614,954,1266,729,773,206,593,934,517,313,770,685,708,927,894,246,251,742,1081,550,795,1070,1088,77,681,637,1,1008,1
Billy Wiles,144144,QB,APP STATE,Appalachian State,Appalachian State,2,2,0,0,0,0,0,0,0,0,0,0,100,1,1,108,1,0,65.8,68,71.6,68,0,0,60.6,60,12,0,0,0,0,2,12,2,0,0,0,12,8,4,6,0,0,939,933,843,562,562,562,1152,264,415,781,1180,255,545,721,954,893,622,904,154,593,934,942,313,674,685,708,927,1221,179,164,742,1296,550,893,863,234,331,681,899,1,1008,1
Stanley Anderson-Lofton,198834,QB,MIDDLE TN,Middle Tennessee,Middle Tennessee,1,2,0,1,93.8,15,0,16,0,0,0,19,0,1,1,224,0,0,66.2,64,68.1,58.9,0,0,63.1,60,15,0,0,0,0,3,0,0,0,2,0,16,19,9.5,8,0,1,1113,933,843,299,37,519,772,264,415,781,626,901,545,721,954,880,841,1061,232,593,934,788,313,553,685,708,927,1186,246,251,742,1081,550,836,681,27,148,681,733,1,1,1
Drew Wagner,190897,WR,NWESTERN,Northwestern,Northwestern,3,1,0,0,0,0,0,8,0,2,0,3,100,0,1,256,0,0,29,71.8,77.6,0,0,71.2,63,60.4,8,0,40,5,18,47,0,0,6,6,0,8,3,3,8,2.22,0,761,1052,843,562,562,562,917,264,167,781,972,255,812,721,954,1233,405,530,334,593,157,800,235,861,357,310,551,480,246,251,339,855,550,972,1010,491,148,130,899,1,1,1
Hudson Kaak,174294,P,AUBURN,Auburn,Auburn,1,1,0,0,0,0,0,-12,0,0,0,2,0,0,0,115,0,0,62.5,60,70.3,0,0,0,60,0,-12,0,0,0,0,1,0,0,0,1,0,-12,2,2,-12,0,0,1113,1052,843,562,562,562,1297,264,415,781,1038,901,812,995,954,994,1006,971,334,593,934,960,1181,1305,685,708,927,1253,246,251,742,1159,550,1302,1070,850,1305,681,899,1,1,1
