player,player_id,position,team_name,player_game_count,assists,batted_passes,catch_rate,declined_penalties,forced_fumbles,franchise_id,fumble_recoveries,fumble_recovery_touchdowns,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,hits,hurries,interception_touchdowns,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,sacks,safeties,snap_counts_box,snap_counts_corner,snap_counts_coverage,snap_counts_defense,snap_counts_dl,snap_counts_dl_a_gap,snap_counts_dl_b_gap,snap_counts_dl_outside_t,snap_counts_dl_over_t,snap_counts_fs,snap_counts_offball,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_slot,stops,tackles,tackles_for_loss,targets,total_pressures,touchdowns,yards,yards_after_catch,yards_per_reception,Team,teamid,2025 Team,rank_player_game_count,rank_assists,rank_batted_passes,rank_forced_fumbles,rank_fumble_recoveries,rank_fumble_recovery_touchdowns,rank_grades_coverage_defense,rank_grades_defense,rank_grades_defense_penalty,rank_grades_pass_rush_defense,rank_grades_run_defense,rank_grades_tackle,rank_hits,rank_hurries,rank_interception_touchdowns,rank_interceptions,rank_longest,rank_pass_break_ups,rank_sacks,rank_safeties,rank_snap_counts_box,rank_snap_counts_corner,rank_snap_counts_coverage,rank_snap_counts_defense,rank_snap_counts_dl,rank_snap_counts_dl_a_gap,rank_snap_counts_dl_b_gap,rank_snap_counts_dl_outside_t,rank_snap_counts_dl_over_t,rank_snap_counts_fs,rank_snap_counts_offball,rank_snap_counts_pass_rush,rank_snap_counts_run_defense,rank_snap_counts_slot,rank_stops,rank_tackles,rank_tackles_for_loss,rank_targets,rank_total_pressures,rank_catch_rate,rank_declined_penalties,rank_missed_tackle_rate,rank_missed_tackles,rank_penalties,rank_qb_rating_against,rank_receptions,rank_touchdowns,rank_yards,rank_yards_after_catch,rank_yards_per_reception
EJ Fisk,184915,LB,UTAH ST,1,0,0,0,0,0,329,0,0,0,60,64,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,Utah State,329,Utah State,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
William Holmes,184917,ED,UTAH ST,6,7,0,54.5,0,0,329,1,0,50.2,63.3,87.9,70.9,63.9,50.7,3,5,0,0,18,18.9,7,0,0,72.9,6,2,0,33,0,87,351,300,0,2,292,6,0,51,99,165,18,15,23,3,11,10,0,67,42,11.2,Utah State,329,Utah State,199,389,425,428,23,32,3575,2613,15,567,2390,3227,106,461,66,505,1383,1002,188,16,1167,1473,1045,188,42,890,1272,14,805,1376,1776,432,165,939,178,348,116,828,289,2603,1,3326,4311,1,2677,3416,1,3513,3735,3510
Courage Ugo,184921,CB,UTAH ST,2,0,0,57.1,0,0,329,0,0,61.1,60.6,80,50.5,61.9,35.5,0,0,0,0,11,40,2,0,0,68.8,4,0,0,9,111,68,126,3,0,0,3,0,0,123,4,54,3,1,3,0,7,0,0,32,22,8,Utah State,329,Utah State,3692,3291,425,428,341,32,2065,3150,1501,3567,2752,3804,1190,2336,66,505,1909,1002,1154,16,1969,377,1233,2116,2771,890,1455,2016,1394,1376,1276,2597,2166,1864,2947,2761,1707,1225,2602,2672,1,4300,2682,1,2586,3068,1,2974,3240,2799
Deric Dandy,184929,ED,VA TECH,3,0,0,0,0,0,337,0,0,60,65.1,74.2,60,65.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17,17,0,5,9,3,0,0,10,6,0,0,0,0,0,0,0,0,0,0,Virginia Tech,337,Virginia Tech,3247,3291,425,428,341,32,2326,2205,2821,1854,2136,4198,1190,2336,66,505,2413,1002,1154,16,3165,1473,3176,3871,1853,890,1123,1394,995,1376,3417,2021,4047,2490,3617,3974,1707,2628,2602,1,1,1,1,1,1,1,1,29,17,29
Noah Jenkins,184933,S,VA TECH,1,0,0,0,0,0,337,0,0,60.7,61.4,67.9,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,6,0,0,0,0,0,2,6,0,4,0,0,0,0,0,0,0,0,0,0,Virginia Tech,337,Virginia Tech,4155,3291,425,428,341,32,2170,3002,3635,3662,3157,4198,1190,2336,66,505,2413,1002,1154,16,2368,1473,3050,4391,3532,890,1455,3016,1394,970,2751,3637,4238,2490,3617,3974,1707,2628,2602,1,1,1,1,1,1,1,1,29,17,29
Gerard Johnson,184934,DI,VA TECH,1,0,0,0,0,0,337,0,0,0,71.8,69.5,59.2,69.5,69.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,6,0,0,0,0,2,4,0,1,1,0,0,0,0,0,0,0,Virginia Tech,337,Virginia Tech,4155,3291,425,428,341,32,3918,963,3523,2213,1447,1970,1190,2336,66,505,2413,1002,1154,16,3165,1473,3462,4391,2416,890,1079,3016,1394,1376,3417,3007,4238,2490,2947,3496,1707,2628,2602,1,1,1,1,1,1,1,1,29,17,29
Emmett Laws,184935,DI,VA TECH,7,1,0,0,0,0,337,0,0,0,74.6,79,75,67.4,76,0,2,0,0,0,25,1,0,0,0,0,2,1,1,0,0,87,86,30,52,0,4,0,1,46,41,0,3,2,0,0,4,0,0,0,0,Virginia Tech,337,Virginia Tech,1,2423,425,428,341,32,3918,622,1759,336,1793,1084,1190,1135,66,505,2413,1002,188,2,2802,1473,3462,2578,1059,231,531,3016,912,1376,3120,1049,2522,2490,2065,3090,1707,2628,965,1,1,3759,1727,1,1,1,1,29,17,29
Quentin Reddish,184938,S,VA TECH,3,1,0,0,0,0,337,0,0,77.4,74.1,78.8,0,66.7,81.5,0,0,0,1,0,7.1,1,0,0,0,0,0,0,51,0,44,110,1,0,0,1,0,40,109,0,66,18,2,12,0,0,0,0,0,0,0,Virginia Tech,337,Virginia Tech,3247,2423,425,428,341,32,213,674,1818,3662,1900,349,1190,2336,66,109,2413,1002,1154,16,944,1473,1526,2299,3183,890,1455,2550,1394,419,1356,3637,1847,939,2445,1093,1707,2628,2602,1,1,1951,1727,1,1,1,1,29,17,29
Gabe Williams,184941,LB,VA TECH,1,0,0,0,0,0,337,0,0,60,72.5,66,0,66.8,73.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,2,0,1,1,1,1,0,0,0,0,0,0,0,Virginia Tech,337,Virginia Tech,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tyrese Boss,184946,CB,WYOMING,6,2,0,50,0,0,351,0,0,70.3,67.4,83.1,0,46.9,75.7,0,0,0,0,23,7.4,2,2,0,62.6,16,0,0,27,299,205,341,0,0,0,0,0,7,341,0,136,8,2,23,0,32,0,0,145,38,9.1,Wyoming,351,Wyoming,199,1851,425,428,341,32,650,1735,559,3662,4320,1135,1190,2336,66,505,1050,179,1154,16,1297,66,76,227,3532,890,1455,3016,1394,724,178,3637,444,1390,2445,348,1707,33,2602,2338,1,1992,2682,1,2495,4395,1,4219,3634,3072
Markie Grant,184952,CB,WYOMING,6,3,0,63.6,0,0,351,0,0,57.1,58.1,78.7,0,61.8,52.1,0,0,0,0,19,20,3,0,2,113.1,7,0,0,12,109,77,124,0,0,0,0,0,0,124,0,47,3,1,9,0,11,0,1,73,54,10.4,Wyoming,351,Wyoming,199,1362,425,428,341,32,3042,3544,1849,3662,2778,3149,1190,2336,66,505,1310,1002,1154,16,1797,382,1153,2134,3532,890,1455,3016,1394,1376,1265,3637,2361,1864,2947,1468,1707,828,2602,2903,1,3355,3309,4109,3908,3582,3728,3598,3969,3333
David Leonard,184959,S,WYOMING,1,0,0,0,0,0,351,0,0,0,61.1,66.4,0,60.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,Wyoming,351,Wyoming,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gary Rutherford,184968,LB,WYOMING,5,1,0,0,0,0,351,0,0,63.7,59.5,74,60,55.5,50.3,0,0,0,0,0,0,0,0,0,39.6,0,0,0,23,2,11,32,4,0,0,4,0,0,28,1,20,3,1,3,0,1,0,0,0,0,0,Wyoming,351,Wyoming,2191,2423,425,428,341,32,1469,3352,2866,1854,3805,3245,1190,2336,66,505,2413,1002,1154,16,1390,970,2311,3446,2663,890,1455,1871,1394,1376,2092,3256,3205,1864,2947,2761,1707,2167,2602,1,1,1,1,1,2023,1,1,29,17,29
Tegen Seeds,184971,DI,WYOMING,1,0,0,0,0,0,351,0,0,0,43,0,59.1,61.8,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,4,0,3,0,1,0,0,1,3,0,0,0,0,0,1,0,0,0,0,Wyoming,351,Wyoming,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jamir Benjamin,184976,CB,UCLA,4,1,0,66.7,0,0,324,0,0,52.7,53.2,73.8,0,56.5,78.8,0,0,0,0,14,0,0,0,0,134.7,2,0,0,11,32,16,45,0,0,0,0,0,0,45,0,29,2,1,2,0,3,0,1,27,0,13.5,UCLA,324,UCLA,2805,2423,425,428,341,32,3420,4067,2896,3662,3720,658,1190,2336,66,505,1685,1002,1154,16,1856,562,2094,3181,3532,890,1455,3016,1394,1376,1838,3637,2865,2022,2947,3090,1707,1712,2602,2977,1,1,1,1,4329,2567,3728,2869,17,3864
Khristian Dunbar-Hawkins,184978,CB,N CAROLINA,2,0,0,0,0,0,245,0,0,61.6,61.9,75.4,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,20,25,0,0,0,0,0,0,25,0,5,18,0,0,0,0,0,0,0,0,0,North Carolina,245,North Carolina,3692,3291,425,428,341,32,1938,2891,2612,3662,3157,4198,1190,2336,66,505,2413,1002,1154,16,3165,764,1962,3624,3532,890,1455,3016,1394,1376,2152,3637,4141,939,3617,3974,1707,2628,2602,1,1,1,1,1,1,1,1,29,17,29
Isaiah Patterson,184981,LB,UNLV,5,0,0,80,0,0,325,0,0,59.9,63.9,77,59.5,66.5,70.7,0,0,0,0,8,11.1,1,0,0,85,4,0,0,53,0,30,62,5,0,0,5,0,0,57,1,31,4,3,8,0,5,0,0,22,4,5.5,UNLV,325,UNLV,2191,3291,425,428,341,32,2707,2472,2255,2118,1931,1871,1190,2336,66,505,2098,1002,1154,16,922,1473,1747,2906,2529,890,1455,1734,1394,1376,1728,3256,2800,1729,2065,1653,1707,1436,2602,3612,1,2393,1727,1,3035,3068,1,2758,2403,2422
Zavien Abercrombie,185126,S,NEVADA,2,0,0,0,0,0,239,0,0,60,60.6,69.8,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,6,1,0,0,1,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,Nevada,239,Nevada,3692,3291,425,428,341,32,2326,3150,3496,3662,3157,4198,1190,2336,66,505,2413,1002,1154,16,2615,884,3176,4391,3183,890,1455,2550,1394,1376,2832,3637,4141,2490,3617,3974,1707,2628,2602,1,1,1,1,1,1,1,1,29,17,29
Dylan Manuel,185156,DI,APP STATE,6,2,0,0,1,0,108,0,0,56.2,64.5,40.8,66.6,66.1,59.4,2,5,0,0,0,14.3,2,0,1,0,0,2,0,0,0,0,190,190,21,158,0,11,0,0,114,76,0,5,10,3,0,9,0,0,0,0,Appalachian State,108,Appalachian State,199,1851,425,428,341,32,3139,2335,3818,927,1998,2664,226,461,66,505,2413,1002,188,16,3165,1473,3462,1434,430,307,115,3016,618,1376,3417,290,1615,2490,1426,1327,116,2628,350,1,4332,2736,2682,3245,1,1,1,29,17,29
Turner Schmidt,185205,ED,JAMES MAD,1,0,0,0,0,0,197,0,0,0,45,72.1,58.9,47.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,2,7,1,0,0,3,7,0,0,0,0,0,0,0,0,0,0,James Madison,197,James Madison,4155,3291,425,428,341,32,3918,4425,3186,2300,4289,4198,1190,2336,66,505,2413,1002,1154,16,3165,1473,3462,4168,2167,890,1272,1545,1184,1376,3417,2783,3953,2490,3617,3974,1707,2628,2602,1,1,1,1,1,1,1,1,29,17,29
Sanders Ellis,185222,LB,PURDUE,3,0,0,0,0,0,273,0,0,62.1,64.3,71.9,71.1,53.6,76.4,0,0,0,0,0,0,0,0,0,0,0,1,0,8,0,5,10,1,0,0,1,0,0,9,1,4,1,1,1,0,0,1,0,0,0,0,Purdue,273,Purdue,3247,3291,425,428,341,32,1804,2378,3229,557,3974,1007,1190,2336,66,505,2413,1002,433,16,2046,1473,2709,4168,3183,890,1455,2550,1394,1376,2596,3256,4238,2208,2947,3496,1707,2628,1908,1,1,1,1,1,1,1,1,29,17,29
Caden Marshall,185228,LB,BOWL GREEN,3,3,0,81.8,0,0,122,0,0,67.5,60.1,78.6,71.9,45.4,73.4,1,0,0,0,42,7.7,1,3,0,116.7,9,1,0,131,0,81,151,3,0,0,3,0,0,148,3,67,17,6,9,1,11,2,0,132,77,14.7,Bowling Green,122,Bowling Green,3247,1362,425,428,341,32,922,3242,1872,492,4381,1518,489,2336,66,505,352,64,433,16,408,1473,1105,1829,2771,890,1455,2016,1394,1376,1130,2783,1818,977,1185,1468,700,828,1480,3712,1,2007,1727,1,3962,3826,1,4142,4241,4013
Tyler Moore,185231,DI,COAST CAR,1,0,0,0,0,0,141,0,0,0,63.5,74,59,63.7,70.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,14,0,0,0,0,0,7,7,0,0,1,0,0,0,0,0,0,0,Coastal Carolina,141,Coastal Carolina,4155,3291,425,428,341,32,3918,2564,2866,2270,2432,1927,1190,2336,66,505,2413,1002,1154,16,3165,1473,3462,3985,1954,400,1455,3016,1394,1376,3417,2250,3953,2490,3617,3496,1707,2628,2602,1,1,1,1,1,1,1,1,29,17,29
Meikhi Cuttino,185320,LB,DELAWARE,2,0,0,100,0,0,151,0,0,65.6,59.2,74.5,59,49.9,35.9,0,0,0,0,5,33.3,1,0,0,87.5,1,0,0,4,0,9,16,5,0,0,5,0,0,11,2,5,7,0,2,0,1,0,0,5,0,5,Delaware,0,Delaware,3692,3291,425,428,341,32,1142,3392,2756,2270,4199,3793,1190,2336,66,505,2250,1002,1154,16,2368,1473,2414,3901,2529,890,1455,1734,1394,1376,2519,3007,4141,1452,3617,3090,1707,2167,2602,3917,1,4117,1727,1,3092,2104,1,2254,17,2358
Colin Gallagher,185321,LB,DELAWARE,4,2,0,100,0,0,151,0,0,59.1,72.3,76.8,57.6,82.8,81.3,0,0,0,0,9,0,0,0,0,85.4,2,0,0,47,0,21,49,0,0,0,0,0,0,49,2,26,2,3,5,1,2,0,0,9,12,4.5,Delaware,0,Delaware,2805,1851,425,428,341,32,2817,887,2318,2646,169,372,1190,2336,66,505,2033,1002,1154,16,996,1473,1928,3106,3532,890,1455,3016,1394,1376,1795,3007,2983,2022,2065,2272,700,1902,2602,3917,1,1,1,1,3042,2567,1,2399,2847,2330
Trace Scott III,185326,ED,DELAWARE,5,3,0,0,0,0,151,0,0,0,66.9,78.2,67.6,62.4,34.5,1,3,0,0,0,28.6,2,0,0,0,0,1,0,0,0,0,87,87,0,11,33,43,0,0,46,41,0,3,2,0,0,5,0,0,0,0,Delaware,0,Delaware,2191,1362,425,428,341,32,3918,1854,1983,822,2671,3824,489,854,66,505,2413,1002,433,16,3165,1473,3462,2578,1049,890,936,772,171,1376,3417,1049,2522,2490,2065,3090,1707,2628,780,1,1,4004,2682,1,1,1,1,29,17,29
Kaeden Singleton,185328,ED,DELAWARE,4,1,0,0,0,0,151,0,0,60,66.8,75.8,59.4,69,74.4,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,26,25,0,0,19,6,0,1,11,14,0,1,0,0,0,1,0,0,0,0,Delaware,0,Delaware,2805,2423,425,428,341,32,2326,1870,2523,2146,1528,1308,1190,2336,66,505,2413,1002,433,16,2802,1473,3176,3594,1644,890,1455,1004,805,1376,3120,1966,3481,2490,2947,3974,1707,2628,1908,1,1,1,1,1,1,1,1,29,17,29
Devin Rutherford,185506,CB,MO STATE,4,0,0,75,0,0,230,0,0,61.3,58.1,78.8,57.2,47.9,45.9,0,0,0,0,16,25,1,1,0,93.2,6,0,0,13,0,48,72,3,0,0,3,0,0,69,2,22,56,1,3,0,8,0,0,55,4,9.2,Missouri State,0,Missouri State,2805,3291,425,428,341,32,2007,3544,1818,2745,4274,3473,1190,2336,66,505,1517,425,1154,16,1741,1473,1465,2769,2771,890,1455,2016,1394,1376,1627,3007,3124,311,2947,2761,1707,1101,2602,3397,1,3759,1727,1,3307,3416,1,3348,2403,3082
Jashawn Cooper,185518,LB,MO STATE,4,1,0,66.7,0,0,230,0,0,67.3,64.4,76,56,59.2,61.2,0,0,0,0,3,12.5,1,0,0,70.1,2,0,0,53,0,38,67,3,0,0,3,0,0,64,4,25,11,4,6,1,3,0,0,5,9,2.5,Missouri State,0,Missouri State,2805,2423,425,428,341,32,947,2359,2487,3019,3406,2552,1190,2336,66,505,2335,1002,1154,16,922,1473,1614,2841,2771,890,1455,2016,1394,1376,1661,2597,3008,1222,1726,2051,700,1712,2602,2977,1,2552,1727,1,2611,2567,1,2254,2708,2205
Trey Ridley,185549,S,WASH STATE,2,0,0,0,0,0,341,0,0,56.5,53.4,73.7,0,52.2,37.5,0,0,0,0,0,33.3,1,0,0,39.6,0,0,0,9,0,10,23,0,0,0,0,0,14,23,0,13,0,0,2,0,1,0,0,0,0,0,Washington State,341,Washington State,3692,3291,425,428,341,32,3112,4052,2915,3662,4071,3756,1190,2336,66,505,2413,1002,1154,16,1969,1473,2355,3685,3532,890,1455,3016,1394,604,2192,3637,3533,2490,3617,3090,1707,2167,2602,1,1,4117,1727,1,2023,1,1,29,17,29
Mekhi Rodgers,185758,CB,JAMES MAD,6,2,0,37.5,0,0,197,0,0,56.5,55.2,76.3,0,52.4,57.4,0,0,0,0,17,16.7,1,0,2,47.4,3,0,0,15,59,42,76,1,0,0,1,0,1,75,0,34,0,2,3,0,8,0,0,27,4,9,James Madison,197,James Madison,199,1851,425,428,341,32,3112,3882,2417,3662,4061,2796,1190,2336,66,505,1451,1002,1154,16,1647,467,1554,2713,3183,890,1455,2550,1394,1112,1581,3637,2712,2490,2445,2761,1707,1101,2602,2205,1,3015,1727,4109,2275,2868,1,2869,2403,3011
EJ Moore Jr.,185907,DI,MARYLAND,6,2,0,0,0,0,215,0,0,0,59.6,77.9,54.5,64.7,73.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,74,3,54,8,9,0,0,50,24,0,1,1,0,0,0,0,0,0,0,Maryland,215,Maryland,199,1851,425,428,341,32,3918,3334,2054,3305,2253,1518,1190,2336,66,505,2413,1002,1154,16,3165,1473,3462,2738,1133,663,515,1470,682,1376,3417,996,3057,2490,2947,3496,1707,2628,2602,1,1,1,1,1,1,1,1,29,17,29
Simeon Mitchell,186020,DI,ARK STATE,6,5,0,0,0,0,113,0,0,60,60.8,82.4,54.3,63.2,70.5,0,4,0,0,0,5.6,1,0,0,0,0,0,0,0,0,0,242,242,50,184,2,6,0,0,117,125,0,9,12,1,0,4,0,0,0,0,Arkansas State,113,Arkansas State,199,738,425,428,341,32,2326,3109,772,3336,2518,1882,1190,625,66,505,2413,1002,1154,16,3165,1473,3462,934,180,130,67,2263,805,1376,3417,264,613,2490,630,1093,700,2628,965,1,1,1829,1727,1,1,1,1,29,17,29
Delvon Gulley,186052,CB,UAB,5,4,0,60,0,0,321,0,0,59.9,63.7,79,53.1,73.7,65.8,0,0,0,0,39,15.4,2,3,3,124.2,6,0,0,50,155,80,208,2,0,0,2,0,0,206,4,124,1,3,7,0,10,0,1,93,35,15.5,UAB,321,UAB,2191,1027,425,428,341,32,2707,2510,1759,3452,870,2254,1190,2336,66,505,429,64,1154,16,954,299,1121,1241,2956,890,1455,2263,1394,1376,853,2597,636,2208,2065,1823,1707,917,2602,2751,1,2901,2682,4407,4234,3416,3728,3808,3566,4098
Brody Bujnoch,186407,LB,AIR FORCE,4,4,0,100,0,0,101,0,0,54.1,58.1,78.6,65.8,62.4,85.8,0,0,0,0,24,0,0,0,0,145.8,8,1,0,65,0,44,78,3,0,0,3,0,0,75,5,29,10,4,7,1,8,1,1,76,59,9.5,Air Force,101,Air Force,2805,1027,425,428,341,32,3311,3544,1872,1024,2671,91,1190,2336,66,505,985,1002,433,16,806,1473,1526,2685,2771,890,1455,2016,1394,1376,1581,2454,2865,1276,1726,1823,700,1101,1908,3917,1,1,1,1,4419,3714,3728,3630,4047,3130
Dallas Daley,186414,LB,AIR FORCE,3,2,0,40,0,0,101,0,0,61.3,64.8,77.2,72.1,61.9,57.3,1,2,0,0,13,16.7,3,0,0,52.9,2,0,0,130,0,66,144,1,0,0,1,0,0,143,19,59,13,5,13,0,5,3,0,21,11,10.5,Air Force,101,Air Force,3247,1851,425,428,341,32,2007,2268,2214,481,2752,2807,489,1135,66,505,1767,1002,1154,16,414,1473,1253,1902,3183,890,1455,2550,1394,1376,1157,1659,2027,1126,1426,978,1707,1436,1189,2226,1,3015,3309,1,2330,2567,1,2734,2808,3354
Luke Fisher,186418,LB,AIR FORCE,5,8,0,87.5,0,0,101,0,0,43.3,48,80,68.4,51.7,46.6,1,1,0,0,75,22.7,5,0,0,158.3,7,0,0,147,1,68,165,7,0,0,7,0,2,158,13,84,8,4,9,0,8,2,1,152,112,21.7,Air Force,101,Air Force,2191,289,425,428,341,32,3799,4357,1501,759,4102,3439,489,1587,66,505,17,1002,1154,16,348,1128,1233,1681,2348,890,1455,1545,1394,970,1070,1870,1429,1390,1726,1468,1707,1101,1480,3834,1,3674,3975,1,4490,3582,3728,4256,4450,4394
Blake Fletcher,186420,LB,AIR FORCE,6,18,0,86.7,1,0,101,0,0,55,69.5,0,69.2,82.3,63.8,4,4,0,0,59,11.9,8,0,3,118.8,13,0,0,315,1,152,360,19,0,0,19,0,1,341,50,158,24,27,41,1,15,8,0,189,209,14.5,Air Force,101,Air Force,199,10,425,428,341,32,3240,1334,4253,701,191,2381,50,625,66,505,132,1002,1154,16,35,1128,447,151,1787,890,1455,1004,1394,1112,178,996,211,760,16,17,700,523,415,3828,4332,2534,4394,4407,4013,4225,1,4386,4551,3991
Houston Hendrix,186424,S,AIR FORCE,3,1,0,100,0,1,101,0,0,39.1,51.3,78.8,0,78.6,67.5,0,0,0,0,80,11.1,1,0,0,158.3,5,0,0,48,0,54,108,0,0,0,0,0,44,108,0,54,16,2,7,0,5,0,2,172,69,34.4,Air Force,101,Air Force,3247,2423,425,64,341,32,3859,4182,1818,3662,381,2135,1190,2336,66,505,10,1002,1154,16,983,1473,1391,2328,3532,890,1455,3016,1394,405,1364,3637,2166,1006,2445,1823,1707,1436,2602,3917,1,2393,1727,1,4490,3258,4324,4334,4168,4525
Isaac Hubert,186428,ED,AIR FORCE,6,0,0,100,0,0,101,0,0,47.8,72.6,88.4,72.7,71.3,75.8,5,13,0,0,9,8.3,1,0,0,87.5,4,3,0,14,0,14,291,273,0,0,273,0,0,18,152,125,4,12,11,5,4,21,0,20,9,5,Air Force,101,Air Force,199,3291,425,428,341,32,3691,851,8,450,1168,1117,22,48,66,505,2033,1002,83,16,1687,1473,2177,547,84,890,1455,26,1394,1376,2308,73,613,1729,352,1201,18,1568,32,3917,1,2057,1727,1,3092,3068,1,2704,2708,2358
Jayden Oquendo,186436,DI,AIR FORCE,4,0,0,0,0,0,101,0,0,0,54.4,75.3,53.1,56.9,27.8,0,1,0,0,0,50,1,0,0,0,0,0,0,1,0,0,39,38,3,25,0,10,0,1,17,22,0,1,1,0,0,1,0,0,0,0,Air Force,101,Air Force,2805,3291,425,428,341,32,3918,3959,2626,3452,3689,4018,1190,1587,66,505,2413,1002,1154,16,2802,1473,3462,3296,1472,663,727,3016,650,1376,3120,1720,3124,2490,2947,3496,1707,2628,1908,1,1,4357,1727,1,1,1,1,29,17,29
Lukia Rawls Jr.,186440,DI,AIR FORCE,6,2,0,0,0,0,101,0,0,0,67.3,79.4,66.8,64,40,0,1,0,0,0,28.6,2,0,0,0,0,1,0,0,0,0,117,117,19,92,0,6,0,0,66,51,0,3,3,1,0,2,0,0,0,0,Air Force,101,Air Force,199,1851,425,428,341,32,3918,1762,1667,906,2368,3669,1190,1587,66,505,2413,1002,433,16,3165,1473,3462,2215,869,325,339,3016,805,1376,3417,797,2248,2490,2065,2761,700,2628,1480,1,1,4004,2682,1,1,1,1,29,17,29
David Santiago,186443,ED,MICH STATE,6,2,1,100,0,0,223,0,0,74.7,76.3,83.9,68.5,72,84,1,3,0,0,13,0,0,0,0,118.8,1,1,0,5,0,18,110,103,0,0,103,0,0,7,50,42,0,9,11,2,1,5,0,13,7,13,Michigan State,223,Michigan State,199,1851,66,428,341,32,324,462,357,750,1071,165,489,854,66,505,1767,1002,433,16,2273,1473,2017,2299,950,890,1455,381,1394,1376,2689,996,2493,2490,630,1201,294,2167,780,3917,1,1,1,1,4013,2104,1,2526,2582,3783
Grant Simmons,186445,WR,AIR FORCE,1,0,0,0,0,0,101,0,0,61.4,62.1,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,Air Force,101,Air Force,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andrew Tillett,186450,DI,AIR FORCE,6,0,1,0,0,0,101,0,0,60,64.9,79.1,58.2,67.2,58.2,0,3,0,0,0,14.3,1,0,0,0,0,0,0,1,0,0,121,120,3,87,0,30,0,1,65,56,0,6,6,1,0,3,0,0,0,0,Air Force,101,Air Force,199,3291,66,428,341,32,2326,2242,1738,2502,1827,2748,1190,854,66,505,2413,1002,1154,16,2802,1473,3462,2172,851,663,367,3016,288,1376,3120,815,2115,2490,1185,2051,700,2628,1189,1,1,2736,1727,1,1,1,1,29,17,29
Geajorm Akpaloo,186457,LB,COAST CAR,5,5,0,66.7,0,0,141,0,0,53.9,45.9,82.7,59.1,40.1,71,1,0,0,0,46,8.3,1,1,0,105.6,4,0,0,79,0,40,120,19,0,0,19,0,0,101,15,65,22,1,6,0,6,1,0,69,64,17.3,Coastal Carolina,141,Coastal Carolina,2191,738,425,428,341,32,3335,4406,683,2248,4459,1842,489,2336,66,505,278,425,1154,16,704,1473,1589,2186,1787,890,1455,1004,1394,1376,1399,1795,1869,821,2947,2051,1707,1327,1908,2977,1,2057,1727,1,3707,3068,1,3557,4108,4222
Jayden Bryant,186460,ED,COAST CAR,6,1,0,0,0,0,141,0,0,57.1,60.7,82,66.5,57.4,39.8,3,2,0,0,0,27.3,3,0,0,0,0,0,0,0,0,0,156,156,0,3,131,22,0,0,76,80,0,6,7,3,0,5,0,0,0,0,Coastal Carolina,141,Coastal Carolina,199,2423,425,428,341,32,3042,3129,884,940,3622,3674,106,1135,66,505,2413,1002,1154,16,3165,1473,3462,1771,624,890,1209,293,395,1376,3417,677,1527,2490,1185,1823,116,2628,780,1,1,3964,3309,1,1,1,1,29,17,29
