player,player_id,position,team_name,2025 Team,player_game_count,assists,batted_passes,catch_rate,declined_penalties,forced_fumbles,franchise_id,fumble_recoveries,fumble_recovery_touchdowns,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,hits,hurries,interception_touchdowns,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,sacks,safeties,snap_counts_box,snap_counts_corner,snap_counts_coverage,snap_counts_defense,snap_counts_dl,snap_counts_dl_a_gap,snap_counts_dl_b_gap,snap_counts_dl_outside_t,snap_counts_dl_over_t,snap_counts_fs,snap_counts_offball,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_slot,stops,tackles,tackles_for_loss,targets,total_pressures,touchdowns,yards,yards_after_catch,yards_per_reception,rank_player_game_count,rank_assists,rank_batted_passes,rank_forced_fumbles,rank_fumble_recoveries,rank_fumble_recovery_touchdowns,rank_grades_coverage_defense,rank_grades_defense,rank_grades_defense_penalty,rank_grades_pass_rush_defense,rank_grades_run_defense,rank_grades_tackle,rank_hits,rank_hurries,rank_interception_touchdowns,rank_interceptions,rank_longest,rank_pass_break_ups,rank_sacks,rank_safeties,rank_snap_counts_box,rank_snap_counts_corner,rank_snap_counts_coverage,rank_snap_counts_defense,rank_snap_counts_dl,rank_snap_counts_dl_a_gap,rank_snap_counts_dl_b_gap,rank_snap_counts_dl_outside_t,rank_snap_counts_dl_over_t,rank_snap_counts_fs,rank_snap_counts_offball,rank_snap_counts_pass_rush,rank_snap_counts_run_defense,rank_snap_counts_slot,rank_stops,rank_tackles,rank_tackles_for_loss,rank_targets,rank_total_pressures,rank_catch_rate,rank_declined_penalties,rank_missed_tackle_rate,rank_missed_tackles,rank_penalties,rank_qb_rating_against,rank_receptions,rank_touchdowns,rank_yards,rank_yards_after_catch,rank_yards_per_reception
Marvae Myers,97517,CB,MARSHALL,Marshall,3,2,0,60,0,0,214,0,0,63.2,65.6,79.8,56.5,74.3,70.7,0,0,0,1,52,9.1,1,0,0,93.8,6,0,0,31,135,100,176,1,0,0,1,0,7,175,2,74,2,2,8,0,10,0,2,100,39,16.7,73,855,230,214,166,19,1302,1932,807,2565,635,1904,737,1691,33,34,94,632,711,10,787,87,110,161,2628,735,1286,1929,1153,593,130,2452,235,1593,1502,638,1063,251,2030,2792,1,2372,2199,1,3278,3769,4132,4021,3862,3856
Jett Elad,97543,S,RUTGERS,Rutgers,3,2,0,88.9,0,0,278,0,0,50.9,50.8,0,60,57.7,27.5,1,0,0,1,69,33.3,7,1,1,79.2,8,0,0,75,2,91,148,5,0,0,5,0,59,143,1,56,7,6,12,1,9,1,0,212,94,26.5,73,855,230,214,166,19,2995,3846,3879,1535,3262,3592,189,1691,33,34,29,158,711,10,302,781,185,419,2080,735,1286,1257,1153,157,365,2728,680,1005,333,266,305,321,1263,3507,1,3675,4172,3446,2831,3972,1,4188,4170,4118
Mohamed Toure,97751,LB,MIAMI FL,Miami (FL),3,2,0,66.7,0,0,220,0,0,47.8,65.8,80.3,61.8,91,64.7,0,2,0,0,15,14.3,2,1,0,76.7,8,0,0,69,0,55,111,12,0,0,12,0,0,99,12,44,30,6,10,0,12,2,0,55,53,6.9,73,855,230,214,166,19,3147,1882,634,1334,16,2243,737,545,33,270,1021,158,711,10,343,1120,727,945,1656,735,1286,883,1153,1095,785,1430,1134,271,333,406,1063,152,855,2926,1,2712,3215,1,2787,3972,1,3652,4026,2752
Zaylin Wood,97761,DI,VANDERBILT,Vanderbilt,3,2,1,0,0,0,333,0,0,64.4,62.7,79.3,65,53.9,28.9,0,4,0,1,0,50,2,0,0,0,0,1,0,2,0,3,99,97,16,64,13,4,0,2,61,35,0,1,0,0,0,5,0,0,0,0,73,855,21,214,166,19,1112,2448,990,963,3589,3493,737,183,33,34,1950,632,178,10,2203,1120,2515,1156,324,203,164,850,652,1095,2646,188,1583,2115,2108,3465,1063,2196,262,1,1,3948,3215,1,1,1,1,37,18,37
Mark Davis,97886,CB,VANDERBILT,Vanderbilt,3,1,0,100,0,0,333,0,0,62.7,56.4,76.7,0,36.4,29,0,0,0,0,8,40,4,0,0,97.9,2,0,0,0,48,29,49,0,0,0,0,0,0,49,0,20,1,2,5,0,2,0,0,15,2,7.5,73,1489,230,214,166,19,1390,3421,1963,3161,4136,3489,737,1691,33,270,1556,632,711,10,2676,385,1305,2361,3005,735,1286,2407,1153,1095,1401,3142,2441,1813,1502,1201,1063,1412,2030,3533,1,3873,3944,1,3387,2727,1,2764,2433,2850
Shammond Cooper,97918,LB,AKRON,Akron,3,3,0,72.7,0,0,102,0,0,61.7,75.3,81,59.8,86.7,79.9,0,2,0,0,22,4.2,1,0,0,120.3,8,0,0,158,1,89,170,1,0,0,1,0,0,169,6,75,10,13,20,2,11,2,1,72,42,9,73,464,230,214,166,19,1587,538,441,1719,54,482,737,545,33,270,642,632,711,10,34,861,212,200,2628,735,1286,1929,1153,1095,160,1854,217,829,22,27,73,194,855,3174,1,2201,2199,1,3957,3972,3776,3856,3906,3052
Anthonie Cooper,97970,DI,ARIZONA ST,Arizona State,3,0,0,0,0,0,110,0,0,63.2,58,75.4,54.1,53.9,70.8,1,2,0,1,0,0,0,0,0,0,0,0,0,1,0,1,41,40,0,18,0,22,0,1,33,7,0,1,1,0,0,3,0,0,0,0,73,2533,230,214,166,19,1302,3216,2375,2930,3589,1893,189,545,33,34,1950,632,711,10,2385,1120,2777,2557,1066,735,605,2407,159,1095,2718,729,3464,2115,2108,2822,1063,2196,567,1,1,1,1,1,1,1,1,37,18,37
Jalar Holley,97977,DI,CHARLOTTE,Charlotte,3,0,0,0,0,0,136,0,0,0,54.9,77,55.5,55.4,73.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,65,1,60,0,4,0,0,33,32,0,2,3,0,0,0,0,0,0,0,73,2533,230,214,166,19,3356,3567,1857,2746,3473,1437,737,1691,33,270,1950,632,711,10,2676,1120,3027,1948,708,630,201,2407,652,1095,2937,729,1733,2115,1502,1803,1063,2196,2030,1,1,1,1,1,1,1,1,37,18,37
Richie Hagarty,98121,ED,NWESTERN,Northwestern,3,1,0,0,0,0,256,0,0,60,71.9,79.2,62.6,74.3,76.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69,69,0,2,60,7,0,0,34,34,0,3,3,1,0,1,0,0,0,0,73,1489,230,214,166,19,2004,873,1027,1235,635,980,737,943,33,270,1950,632,711,10,2676,1120,2777,1847,652,735,1109,299,494,1095,2937,691,1631,2115,1028,1803,305,2196,1263,1,1,1,1,1,1,1,1,37,18,37
Immanuel Hickman Sr.,98192,DI,VA TECH,Virginia Tech,3,2,0,0,0,1,337,0,0,0,80.6,77.1,56.4,84.6,74.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,49,20,29,0,0,0,0,14,35,0,2,2,0,0,0,0,0,0,0,73,855,230,13,166,19,3356,217,1823,2582,73,1291,737,1691,33,270,1950,632,711,10,2676,1120,3027,2361,922,158,478,2407,1153,1095,2937,1341,1583,2115,1502,2270,1063,2196,2030,1,1,1,1,1,1,1,1,37,18,37
Quindarius Dunnigan,98193,ED,MICH STATE,Michigan State,3,1,0,0,0,0,223,0,0,60.1,72.8,79.4,67.3,70.8,58.5,1,3,0,0,0,16.7,1,0,0,0,0,0,0,1,0,0,76,75,0,2,66,7,0,1,47,29,0,3,4,1,0,4,0,0,0,0,73,1489,230,214,166,19,1982,778,957,737,1055,2534,189,315,33,270,1950,632,711,10,2385,1120,3027,1680,577,735,1109,260,494,1095,2718,419,1896,2115,1028,1468,305,2196,367,1,1,2870,2199,1,1,1,1,37,18,37
Zukudo Igwenagu,98305,ED,UMASS,Massachusetts,2,0,1,0,0,0,216,0,0,0,72.4,74,60.4,74.2,73.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,21,0,0,13,8,0,0,11,10,0,1,1,0,0,0,0,0,0,0,2465,2533,21,214,166,19,3356,819,2747,1489,646,1579,737,1691,33,270,1950,632,711,10,2676,1120,3027,3188,1374,735,1286,850,448,1095,2937,1479,3180,2115,2108,2822,1063,2196,2030,1,1,1,1,1,1,1,1,37,18,37
Jalen Catalon,98867,S,MISSOURI,Missouri,3,3,0,80,0,0,229,0,0,58.3,63.7,78.6,57.3,74.3,86.7,0,0,0,0,25,0,0,0,0,114.2,4,0,0,33,0,56,103,4,0,0,4,0,52,99,4,43,14,2,7,0,5,0,0,57,25,14.3,73,464,230,214,166,19,2498,2268,1280,2363,635,50,737,1691,33,270,525,632,711,10,747,1120,716,1080,2199,735,1286,1369,1153,198,785,2112,1182,641,1502,794,1063,805,2030,3320,1,1,1,1,3696,3382,1,3681,3593,3704
Taurean Carter II,98934,DI,COLORADO,Colorado,1,0,0,0,0,0,143,0,0,0,58.4,71.1,56.8,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,10,0,0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,3554,2533,230,214,166,19,3356,3172,3339,2499,2865,3761,737,1691,33,270,1950,632,711,10,2676,1120,3027,3760,1738,735,765,2407,1153,1095,2937,1624,4124,2115,2999,3465,1063,2196,2030,1,1,1,1,1,1,1,1,37,18,37
Isaiah Gibson Sr.,98952,DI,SO MISS,Southern Miss,3,0,0,0,0,0,296,0,0,59.4,63.2,81.3,52.4,71.5,28.3,0,1,0,0,0,40,2,0,0,0,0,0,0,2,0,1,138,136,50,82,0,4,0,2,78,59,0,3,3,0,0,1,0,0,0,0,73,2533,230,214,166,19,2389,2355,353,3057,967,3536,737,943,33,270,1950,632,711,10,2203,1120,2777,527,83,37,91,2407,652,1095,2646,70,568,2115,1028,1803,1063,2196,1263,1,1,3873,3215,1,1,1,1,37,18,37
Brandon Mack II,99105,ED,HOUSTON,Houston,3,1,0,100,0,1,182,0,0,64.6,67.1,17,63.8,71.2,44,2,5,0,0,8,28.6,2,0,1,85.4,4,1,0,1,0,18,109,93,0,0,93,0,0,16,48,43,15,3,4,0,4,8,0,18,9,4.5,73,1489,230,13,166,19,1085,1622,3794,1104,1014,3118,60,101,33,270,1556,632,178,10,2385,1120,1597,985,370,735,1286,128,1153,1095,2013,403,1182,596,1028,1468,1063,964,79,3533,1,3587,3215,3446,3061,3382,1,2874,2935,2488
Will Jones II,99276,S,N TEXAS,North Texas,3,2,0,28.6,0,1,251,0,0,74,74.8,80.6,67.6,71.8,76.3,0,0,0,0,15,7.7,1,0,0,42,2,0,0,97,1,79,167,3,0,0,3,0,41,164,3,85,25,5,10,1,7,0,0,25,29,12.5,73,855,230,13,166,19,319,579,540,704,927,1001,737,1691,33,270,1021,632,711,10,186,861,339,223,2285,735,1286,1487,1153,270,194,2258,113,345,499,406,305,503,2030,2248,1,2293,2199,1,2326,2727,1,3100,3688,3529
Logan Wilson,99280,CB,CINCINNATI,Cincinnati,2,1,0,66.7,0,0,138,0,0,68.6,67,77.8,0,56.9,47.5,0,0,0,0,15,22.2,2,2,0,91,4,0,0,9,72,51,85,2,0,0,2,0,0,83,0,34,2,2,6,1,6,0,0,48,17,12,2465,1489,230,214,166,19,692,1651,1586,3161,3344,2995,737,1691,33,270,1021,48,711,10,1474,294,809,1458,2437,735,1286,1678,1153,1095,958,3142,1631,1593,1502,986,305,650,2030,2926,1,3269,3215,1,3202,3382,1,3546,3333,3465
Isheem Young,99281,S,MEMPHIS,Memphis,3,0,0,0,0,0,218,0,0,62.3,63.2,77.3,60,57.5,21.6,0,0,0,0,0,100,1,0,0,0,0,0,0,27,0,34,58,1,0,0,1,0,16,57,1,23,14,0,0,0,0,0,0,0,0,0,73,2533,230,214,166,19,1469,2355,1753,1535,3285,3725,737,1691,33,270,1950,632,711,10,859,1120,1192,2129,2628,735,1286,1929,1153,444,1292,2728,2259,641,2999,3465,1063,2196,2030,1,1,4127,2199,1,1,1,1,37,18,37
Virdel Edwards II,99286,CB,HAWAII,Hawaii,4,0,0,83.3,0,0,180,0,0,68.7,66.6,79.7,0,50.9,40.4,0,0,0,0,29,28.6,2,1,1,107.6,5,0,0,8,134,90,145,0,0,0,0,0,0,145,0,55,3,3,5,0,6,0,0,59,11,11.8,1,2533,230,214,166,19,683,1723,835,3161,3765,3225,737,1691,33,270,408,158,711,10,1542,90,200,452,3005,735,1286,2407,1153,1095,346,3142,711,1436,1028,1201,1063,650,2030,3414,1,3587,3215,3446,3560,3604,1,3709,3059,3454
Deshawn McCuin,99502,S,S DIEGO ST,San Diego State,2,1,0,75,0,0,284,0,0,67.8,61.4,76.5,59.2,44.2,29.2,0,0,0,0,6,40,2,0,0,80.2,3,0,0,16,4,35,57,1,0,0,1,0,28,56,1,21,8,1,2,0,4,0,0,15,15,5,2465,1489,230,214,166,19,736,2688,2035,1904,4036,3480,737,1691,33,270,1686,632,711,10,1133,722,1173,2148,2628,735,1286,1929,1153,346,1304,2728,2376,940,2108,2270,1063,964,2030,3189,1,3873,3215,1,2951,3098,1,2764,3244,2514
Nate Temple,99726,ED,PITTSBURGH,Pittsburgh,2,0,0,0,0,0,268,0,0,0,67.3,76,54.9,72.2,71.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,22,0,0,22,0,0,0,10,12,0,1,1,0,0,0,0,0,0,0,2465,2533,230,214,166,19,3356,1586,2188,2843,875,1828,737,1691,33,270,1950,632,711,10,2676,1120,3027,3156,1362,735,1286,652,1153,1095,2937,1564,2988,2115,2108,2822,1063,2196,2030,1,1,1,1,1,1,1,1,37,18,37
Cecil Powell,99735,CB,SM HOUSTON,Sam Houston State,3,1,0,66.7,1,0,281,0,0,60.1,61.5,84.6,60.2,64.3,64.2,0,1,0,0,48,13.3,2,2,1,88.9,12,0,0,26,0,91,158,20,0,0,20,0,1,138,8,59,111,1,12,0,18,1,0,135,79,11.3,73,1489,230,214,166,19,1982,2674,28,1513,2046,2267,737,943,33,270,115,48,711,10,880,1120,185,319,1405,735,1286,690,1153,862,397,1695,568,17,2108,266,1063,18,1263,2926,4086,2686,3215,3446,3157,4157,1,4132,4150,3404
Jordan Huff,99745,S,GA STATE,Georgia State,3,2,0,60,0,0,175,0,0,75.5,72,78.3,0,61.6,44.9,0,0,0,1,20,25,5,1,0,85.4,3,0,0,59,2,69,135,0,0,0,0,0,61,135,0,66,13,4,13,1,5,0,1,40,16,13.3,73,855,230,214,166,19,247,862,1403,3161,2521,3095,737,1691,33,34,736,158,711,10,420,781,508,573,3005,735,1286,2407,1153,148,426,3142,390,681,713,199,305,805,2030,2792,1,3355,4078,1,3061,3098,3776,3404,3291,3622
Rico Watson III,99809,ED,USF,USF,3,4,0,85.7,0,0,327,0,0,54.3,59.2,83.3,65.7,58.1,40.9,0,2,0,0,15,29.4,5,0,0,97.6,6,1,0,24,0,35,123,81,0,0,81,0,0,42,35,53,18,5,8,1,7,3,0,52,42,8.7,73,244,230,214,166,19,2813,3047,91,898,3222,3214,737,545,33,270,1021,632,178,10,923,1120,1173,751,505,735,1286,177,1153,1095,1485,664,785,504,499,638,305,503,567,3460,1,3645,4078,1,3385,3769,1,3617,3906,3022
Ben Smiley,99845,ED,UCONN,Connecticut,2,0,0,0,0,0,146,0,0,60.2,65.4,79.6,59.9,68.4,57.8,0,1,0,0,0,16.7,1,0,0,0,0,0,0,0,0,2,105,105,0,13,53,39,0,0,66,37,0,4,5,1,0,1,0,0,0,0,2465,2533,230,214,166,19,1962,1970,875,1695,1369,2567,737,943,33,270,1950,632,711,10,2676,1120,2642,1053,256,735,681,352,42,1095,2937,144,1469,2115,713,1201,305,2196,1263,1,1,2870,2199,1,1,1,1,37,18,37
Blaine Spires,100324,ED,PITTSBURGH,Pittsburgh,3,2,0,0,0,0,268,0,0,60.6,76.9,83.3,68.3,77.4,68.7,1,5,0,0,0,11.1,1,0,0,0,0,1,0,0,0,1,127,127,0,2,120,5,0,0,62,64,0,7,6,1,0,7,0,0,0,0,73,855,230,214,166,19,1879,411,91,649,380,2085,189,101,33,270,1950,632,178,10,2676,1120,2777,691,122,735,1109,48,587,1095,2937,179,434,2115,220,986,305,2196,111,1,1,2485,2199,1,1,1,1,37,18,37
Siale Taupaki,100432,DI,UCLA,UCLA,3,0,0,0,0,0,324,0,0,0,56,76.9,68.3,50.1,23.6,0,2,0,0,0,50,3,0,0,0,0,0,0,0,0,0,63,63,8,42,1,12,0,0,24,39,0,1,3,0,0,2,0,0,0,0,73,2533,230,214,166,19,3356,3454,1894,649,3797,3682,737,545,33,270,1950,632,711,10,2676,1120,3027,2006,734,328,337,1929,314,1095,2937,986,1376,2115,2108,1803,1063,2196,855,1,1,3948,3702,1,1,1,1,37,18,37
Stephon Wright,100437,DI,UCONN,Connecticut,3,3,1,0,0,0,146,0,0,59.4,72.3,79,56.2,79.6,43.7,0,1,0,0,0,20,3,0,0,0,0,0,0,0,0,4,120,120,0,54,11,55,0,0,53,63,0,7,9,1,0,1,0,0,0,0,73,464,21,214,166,19,2389,830,1107,2622,231,3125,737,943,33,270,1950,632,711,10,2676,1120,2398,803,161,735,240,919,15,1095,2937,301,460,2115,220,501,305,2196,1263,1,1,3082,3702,1,1,1,1,37,18,37
De'Jon Benton,100445,DI,HAWAII,Hawaii,4,3,0,0,0,0,180,0,0,61.5,64.7,0,69.6,65.5,56,0,7,0,0,0,17.6,3,0,3,0,0,1,0,0,0,0,163,163,9,90,34,30,0,0,96,67,0,10,11,2,0,8,0,0,0,0,1,464,230,214,166,19,1633,2100,3879,544,1823,2640,737,33,33,270,1950,632,178,10,2676,1120,3027,266,16,309,70,508,76,1095,2937,15,359,2115,69,326,73,2196,79,1,1,3012,3702,4173,1,1,1,37,18,37
Levani Damuni,100457,LB,UTAH,Utah,3,1,0,0,0,0,328,0,0,65.3,70.6,75.7,59.5,72.6,54.7,1,2,0,0,0,16.7,1,0,0,39.6,0,0,0,57,0,29,61,4,0,0,4,0,0,57,7,25,0,2,4,0,1,3,0,0,0,0,73,1489,230,214,166,19,996,1081,2286,1818,826,2687,189,545,33,270,1950,632,711,10,443,1120,1305,2058,2199,735,1286,1369,1153,1095,1292,1774,2141,2115,1502,1468,1063,1725,567,1,1,2870,2199,1,2101,1,1,37,18,37
Sitiveni Havili Kaufusi,100595,DI,OKLA STATE,Oklahoma State,2,0,0,0,0,0,262,0,0,60.6,66,0,55,70.1,72.2,0,0,0,0,0,33.3,1,1,1,0,0,0,0,0,0,0,39,39,0,31,0,8,0,0,17,22,0,2,2,0,0,0,0,0,0,0,2465,2533,230,214,166,19,1879,1842,3879,2828,1144,1739,737,1691,33,270,1950,158,711,10,2676,1120,3027,2609,1082,735,452,2407,448,1095,2937,1215,2329,2115,1502,2270,1063,2196,2030,1,1,3675,2199,3446,1,1,1,37,18,37
Naki Fahina,101179,DI,UTAH ST,Utah State,2,0,0,0,0,0,329,0,0,60,60.3,78.8,55.8,61.8,73.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,55,53,2,0,0,0,0,30,25,0,2,3,1,0,0,0,0,0,0,2465,2533,230,214,166,19,2004,2865,1191,2692,2480,1459,737,1691,33,270,1950,632,711,10,2676,1120,3027,2202,838,32,1109,2407,1153,1095,2937,821,2141,2115,1502,1803,305,2196,2030,1,1,1,1,1,1,1,1,37,18,37
Javin Wright,101373,LB,NEBRASKA,Nebraska,2,0,0,50,0,0,238,0,0,64.8,62.9,76.7,53.2,61.3,50.7,0,1,0,0,14,20,1,1,0,56.3,3,0,0,64,0,39,76,2,0,0,2,0,1,74,6,31,9,2,4,1,6,1,0,14,16,4.7,2465,2533,230,214,166,19,1062,2411,1963,3011,2580,2872,737,943,33,270,1105,158,711,10,374,1120,1082,1680,2437,735,1286,1678,1153,862,1073,1854,1787,884,1502,1468,305,650,1263,2416,1,3082,2199,1,2447,3098,1,2737,3291,2505
Smith Vilbert,101408,ED,N CAROLINA,North Carolina,3,3,0,0,0,0,245,0,0,0,67.9,82,61,69.8,46.5,1,3,0,0,0,28.6,2,0,0,0,0,0,0,0,0,0,110,110,0,7,81,22,0,0,54,56,0,0,2,0,0,4,0,0,0,0,73,464,230,214,166,19,3356,1481,220,1423,1181,3041,189,315,33,270,1950,632,711,10,2676,1120,3027,965,226,735,867,177,159,1095,2937,286,680,2115,2999,2270,1063,2196,367,1,1,3587,3215,1,1,1,1,37,18,37
Jalen Hunt,101456,ED,CINCINNATI,Cincinnati,3,0,0,0,0,0,138,0,0,0,60.6,79.2,55.1,64.8,73.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,92,0,19,36,37,0,0,54,38,0,2,2,0,0,1,0,0,0,0,73,2533,230,214,166,19,3356,2813,1027,2812,1956,1437,737,943,33,270,1950,632,711,10,2676,1120,3027,1311,382,735,596,484,47,1095,2937,286,1430,2115,1502,2270,1063,2196,1263,1,1,1,1,1,1,1,1,37,18,37
Joey Velazquez,101480,LB,OHIO STATE,Ohio State,1,0,0,0,0,0,260,0,0,0,64.4,67.2,0,62.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tate Hallock,101668,S,W MICHIGAN,Western Michigan,3,2,0,28.6,0,0,347,0,0,72.2,71.4,80.3,52.9,70.7,75,0,0,1,1,21,10,2,0,0,0,2,0,0,65,0,86,170,3,0,0,3,0,56,167,9,75,46,7,16,1,7,0,0,21,5,10.5,73,855,230,214,166,19,433,961,634,3022,1073,1228,737,1691,2,34,680,632,711,10,372,1120,243,200,2285,735,1286,1487,1153,174,175,1624,217,163,220,84,305,503,2030,2248,1,2415,3215,1,1,2727,1,2969,2662,3290
Marlon Jones,101808,CB,VANDERBILT,Vanderbilt,3,0,0,85.7,0,0,333,0,0,59.1,56.6,77.1,0,45.8,80,0,0,0,0,15,0,0,0,0,94.6,6,0,0,1,48,35,57,0,0,0,0,0,0,57,0,22,8,0,4,0,7,0,0,47,21,7.8,73,2533,230,214,166,19,2424,3406,1823,3161,3988,475,737,1691,33,270,1021,632,711,10,2385,385,1173,2148,3005,735,1286,2407,1153,1095,1292,3142,2329,940,2999,1468,1063,503,2030,3460,1,1,1,1,3296,3769,1,3524,3483,2892
Rushawn Lawrence,101911,DI,MINNESOTA,Minnesota,3,1,0,0,0,0,225,0,0,0,64.1,77.6,59.5,65.6,59.7,0,3,0,0,0,14.3,1,0,0,0,0,1,0,0,0,0,69,69,8,52,5,4,0,0,41,28,0,5,5,2,0,4,0,0,0,0,73,1489,230,214,166,19,3356,2203,1646,1818,1803,2481,737,315,33,270,1950,632,178,10,2676,1120,3027,1847,652,328,254,1257,652,1095,2937,536,1963,2115,499,1201,73,2196,367,1,1,2712,2199,1,1,1,1,37,18,37
Brendan Harrington,102848,LB,GA SOUTHRN,Georgia Southern,3,5,0,80,0,0,174,0,0,76.5,65.7,79.6,59.9,53.7,41.2,0,1,0,0,26,22.2,6,0,0,90,8,0,0,190,0,84,203,1,0,0,1,0,0,202,5,114,11,11,16,0,10,1,0,56,40,7,73,137,230,214,166,19,209,1909,875,1695,3601,3206,737,943,33,270,488,632,711,10,6,1120,268,48,2628,735,1286,1929,1153,1095,33,1964,18,773,50,84,1063,251,1263,3320,1,3269,4145,1,3182,3972,1,3666,3881,2757
Logan Lutui,103655,ED,BYU,BYU,2,1,0,0,0,0,128,0,0,61.3,74.5,79.6,63.3,77.1,66.1,0,1,0,0,0,12.5,1,0,0,0,0,0,0,0,0,7,45,45,0,3,41,1,0,0,15,23,0,5,6,2,0,1,0,0,0,0,2465,1489,230,214,166,19,1690,609,875,1153,400,2191,737,943,33,270,1950,632,711,10,2676,1120,2123,2458,990,735,1058,445,950,1095,2937,1310,2259,2115,499,986,73,2196,1263,1,1,2582,2199,1,1,1,1,37,18,37
Marcus Bellon,104082,WR,NEVADA,Nevada,1,0,0,0,0,0,239,0,0,0,60,60,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Noah Holmes,104560,LB,E CAROLINA,East Carolina,3,1,0,0,0,0,156,0,0,62.1,64.7,72.1,0,63.4,49.7,0,1,0,0,0,25,1,0,0,0,0,0,0,10,0,5,16,2,0,0,2,0,1,14,0,11,3,1,2,0,0,1,0,0,0,0,73,1489,230,214,166,19,1497,2100,3153,3161,2215,2905,737,943,33,270,1950,632,711,10,1415,1120,2300,3433,2437,735,1286,1678,1153,862,2080,3142,3081,1436,2108,2270,1063,2196,1263,1,1,3355,2199,1,1,1,1,37,18,37
Jalen Bell,106404,DI,MEMPHIS,Memphis,3,1,0,0,0,0,218,0,0,61.3,75.8,79.6,68.4,73,29.4,1,4,0,1,0,40,4,0,0,0,0,1,0,0,0,0,122,122,8,51,27,36,0,0,79,43,0,5,5,2,0,6,0,0,0,0,73,1489,230,214,166,19,1690,500,875,640,788,3470,189,183,33,34,1950,632,178,10,2676,1120,3027,770,148,328,259,586,50,1095,2937,65,1182,2115,499,1201,73,2196,173,1,1,3873,3944,1,1,1,1,37,18,37
Clay Patterson,106446,DI,STANFORD,Stanford,3,0,0,0,0,1,300,1,0,60,85.8,17,91.4,63.8,62.9,2,4,0,0,0,16.7,1,0,1,0,0,3,0,1,0,0,105,104,12,60,4,28,0,1,67,38,0,7,5,1,0,9,0,0,0,0,73,2533,230,13,10,19,2004,86,3794,20,2140,2333,60,183,33,270,1950,632,14,10,2385,1120,3027,1053,262,256,201,1369,96,1095,2718,133,1430,2115,220,1201,305,2196,52,1,1,2870,2199,3446,1,1,1,37,18,37
Marques White,108130,ED,UMASS,Massachusetts,3,1,1,0,0,1,216,0,0,64.3,94.2,83.3,94,76.8,67.1,2,6,0,0,0,28.6,2,1,0,39.6,0,2,0,6,0,6,91,84,0,1,82,1,1,7,51,34,0,6,4,2,1,10,0,0,0,0,73,1489,21,13,166,19,1129,4,91,3,416,2142,60,56,33,270,1950,158,44,10,1704,1120,2207,1336,467,735,1185,173,950,862,2369,337,1631,2115,333,1468,73,1725,34,1,1,3587,3215,1,2101,1,1,37,18,37
Tra Thomas,116043,ED,NC STATE,North Carolina State,3,5,0,0,0,0,248,0,0,62.9,67.4,80.6,65.2,65.1,80.1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,8,49,45,0,0,45,0,0,4,17,24,3,1,1,0,0,2,0,0,0,0,73,137,230,214,166,19,1352,1564,540,940,1899,462,189,943,33,270,1950,632,711,10,2385,1120,2049,2361,990,735,1286,413,1153,1095,2563,1215,2201,1436,2108,2822,1063,2196,855,1,1,1,1,1,1,1,1,37,18,37
Elijah Culp,121345,CB,JAMES MAD,James Madison,1,0,0,25,0,0,197,0,0,67.1,65.8,0,70.3,65.4,76.6,0,0,0,0,7,0,0,1,2,39.6,1,0,0,5,46,28,54,2,0,0,2,0,0,52,2,24,0,1,2,0,4,0,0,7,0,7,3554,2533,230,214,166,19,787,1882,3879,485,1840,928,737,1691,33,270,1619,158,711,10,1815,393,1334,2231,2437,735,1286,1678,1153,1095,1364,2452,2201,2115,2108,2270,1063,964,2030,2221,1,1,1,4052,2101,2198,1,2460,18,2757
